rae_id,csv_entry,returned_ids,returned_headers
aLurbH5,transmundo,aSs79sT,trasmundo
aMN2OBG,transparecer,aTXyv5x,trasparecer
aMYjpts,transponer,aUGZqgc,trasponer
aMnboy7,transposición,aUeM1DJ,trasposición
aMrl1Nu,transubstanciación,aN2OVpU,transustanciación
aMtpKFw,transubstancial,aN6Clze,transustancial
aMuD7Br,transubstanciar,aN7Xorf,transustanciar
aN88FNc,transvasar,aWSDhHm,trasvasar
aN9KAmW,transvase,aWYlXWw | aWSDhHm,trasvase | trasvasar
aOp6Drm,tras-,aI82hct,trans-
aP8Gvff,trasbordar,aIPqbUd,transbordar
aP9eCFh,trasbordo,aISV8UZ | aIPqbUd,transbordo | transbordar
aPix1qO,trascontinental,aIcQjDU,transcontinental
aPrUIEZ,trascribir,aIgIBpD,transcribir
aPuwV8N,trascripción,aIlM4i6,transcripción
aQ3KWXI,trasculturación,aIqYBxO,transculturación
aQ3ego4,trascultural,aIqfW6n,transcultural
aQ5QZA2,trasculturización,aIqn5cu,transculturización
aQ67LLU,trascurrir,aIsOKuI,transcurrir
aQ7BAzx,trascurso,aIsc2i7,transcurso
aQKw0Ze,trasera,aQSJ9KT,"trasero, ra"
aQVK5xQ,trasferencia,aJ8fjGo,transferencia
aQW3R06,trasferencial,aJ9SdDp,transferencial
aQXncgx,trasferente,aJBEqYQ,transferente
aQYedse,trasferibilidad,aJBuz8V,transferibilidad
aQZqEcu,trasferible,aJFZQyl,transferible
aQbjGFF,trasferir,aJH8a9T,transferir
aQdHN9u,trasfigurable,aJHJ79U,transfigurable
aQdi6u7,trasfiguración,aJIbelg,transfiguración
aQf82ub,trasfigurar,aJPJ7HY,transfigurar
aQgp2Zr,trasfixión,aJTEvB0,transfixión
aQmpSvX,trasformable,aJXdQKs,transformable
aQnqlLx,trasformación,aJYQUV5,transformación
aQpiwev,trasformacional,aJZrYXz,transformacional
aQtASj8,trasformamiento,aJab3kR,transformamiento
aQv8vbE,trasformar,aJbn4er,transformar
aQylrK8,trasformismo,aJdRe2r,transformismo
aQz8mVi,trasformista,aJgKq0C,transformista
aR0Iyrp,trasfretar,aJlPevZ,transfretar
aR6fTFY,trásfuga,aJozdBN,tránsfuga
aR6zhFk,trasfuguismo,aJpTkY3,transfuguismo
aR7dd5S,trasfundición,aJqrY5b,transfundición
aR9nxnW,trasfundir,aJrFjXZ,transfundir
aRCpODw,trasfusible,aJrJ3zw,transfusible
aRDrWLU,trasfusión,aJvFfUB,transfusión
aRNIwYo,trasgredir,aK1FmOQ,transgredir
aRO5ndu,trasgresión,aK2D0t5,transgresión
aSOzpsM,"trasmediterráneo, a",aLKNB60,"transmediterráneo, a"
aSRv4m6,trasmigración,aLOsXfC,transmigración
aSTMm3K,trasmigrar,aLOt5y3,transmigrar
aSVMlbJ,trasmisibilidad,aLWy1Xv,transmisibilidad
aSXfry1,trasmisible,aLZzeP5,transmisible
aSZRpFl,trasmisión,aLazCTl,transmisión
aSeQ9kJ,trasmitente,aLejOR3,transmitente
aSfE7KO,trasmitible,aLjImGx,transmitible
aSiI7by,trasmitir,aLjNpvi,transmitir
aSkWFYK,trasmontana,aLjPyVs | aSlSaQk,"transmontano, na | trasmontano, na"
aSoEacU,trasmontar,aLr01VE,transmontar
aSp4XHP,trasmonte,aLs8asb | aLr01VE,transmonte | transmontar
aSpVwJl,trasmudación,aLsFckg,transmudación
aSr30JN,trasmudamiento,aLttRgg,transmudamiento
aSrwlVK,trasmudar,aLuDTD4,transmudar
aStCcrJ,trasmutable,aM3LskF,transmutable
aSunC4O,trasmutación,aM42CbZ,transmutación
aSvQ4Qo,trasmutar,aM4kGZc,transmutar
aT0ET8v,trasnacional,aMCojKf,transnacional
aTY8hSK,trasparencia,aMOr1xH,transparencia
aTZEeWi,trasparentar,aMOwV2M,transparentar
aTa1MSc,trasparente,aMQJNiA | aMOwV2M,transparente | transparentar
aU2HXGl,traspirable,aMSMFKv,transpirable
aU3WuEa,traspiración,aMSO77j,transpiración
aU6nDdk,traspirar,aMTPPtq,transpirar
aUCfsjg,trasplantadora,aUCZ7uh,"trasplantador, ra"
aUOSe3H,trasportabilidad,aMZcdLL,transportabilidad
aUSFA6p,trasportable,aMZlGEC,transportable
aUSq8I7,trasportación,aMdGe3p,transportación
aUYfoN7,trasportamiento,aMfh54k,transportamiento
aUcakSy,trasportar,aMgmTGw,transportar
aUeEHly,trasportín,aMk4Lwu,transportín
aUeJrjd,trasportista,aMlzu2R,transportista
aVVQDcB,trasterrar,aMqruVt,transterrar
aWb5BqF,trasverberación,aNC14JS,transverberación
aWcpZB6,trasversal,aNDuR1C,transversal
aWfN0s9,trasversalidad,aNEI2x9,transversalidad
aWhOWVd,trasversalmente,aNIzkMG,transversalmente
aXYXQYm,travesía,aXYa1Iz,"travesío, a"
aXYrMLt,travestí,aXYeuEJ | aXfiOpn,travesti | travestir
aXteBpT,traviesa,aXttNbL | aXV8hgU,"travieso, sa | travesar"
aZ70UJM,treintena,aZAjI2f,"treinteno, na"
abRR3Vd,triada,abRVjwf | abnDzsc,tríada | triar
abfcWFh,triaquera,abmf0At,"triaquero, ra"
abvMZGE,tríbada,abuk575,tribada
adv2MHn,tríglifo,adu53Ag,triglifo
ae6ZTTZ,triguera,ae78tOd,"triguero, ra"
aegGeqQ,trilladora,aee3epY,"trillador, ra"
aez8MDR,trillonésima,aezTzu8,"trillonésimo, ma"
ajFEyrC,trituradora,ajCRM4g,"triturador, ra"
akCDOz7,trócar,ajzPGQn,trocar<sup>1</sup>
al0gXKU,troica,al0hbRJ,troika
aoGmTwH,tropósfera,aoEb0s8,troposfera
aoXrUHD,trotona,aoXgMdQ,"trotón, na"
arUDfQJ,tuberosa,arVQo35,"tuberoso, sa"
arl05Rv,tuca,arrpfSc,"tuco<sup>1</sup>, ca"
atecL9t,tumbona,atZros9,"tumbón<sup>2</sup>, na"
av3PMCn,tunera,av56HiH | av6AMne,"tunero<sup>1</sup>, ra | tunero<sup>2</sup>, ra"
az8AjEQ,tusona,az6r40i,"tusón, na"
b3qiIL0,umbría,b3r7itd,"umbrío, a"
b3uroK8,umjú,b6fxA88,unjú
b3uuZZA,un,b6iKApr | b6hEWeB,"uno<sup>2</sup>, na | uno<sup>1</sup>, na"
b3vJFnW,un,b6iKApr | b6hEWeB,"uno<sup>2</sup>, na | uno<sup>1</sup>, na"
b3w3xSi,una,b6hEWeB | b6iKApr | b6l4Cns | b67JJSq,"uno<sup>1</sup>, na | uno<sup>2</sup>, na | -uno, na | unir"
b3x2qHm,una,b6hEWeB | b6iKApr | b6l4Cns | b67JJSq,"uno<sup>1</sup>, na | uno<sup>2</sup>, na | -uno, na | unir"
b76IpOH,uñada,b78ZxaF,"uñado, da"
b8JB8Im,urbanística,b8Ki852,"urbanístico, ca"
bA6Ps4p,uromancía,bA5pEkf,uromancia
bAAVZCR,uroscopía,bAA0CPG,uroscopia
bE3Plom,vacaraí,4jdB7xq,bacaray
bE5NkDd,vacaray,4jdB7xq,bacaray
bEvGEYy,vacuna,bF4mFoA | bF4Dg4X,"vacuno, na | vacunar"
bGgpihS,váguido,bGgWwav,"vaguido, da"
bGoCZ5u,vaída,4myNomc,baída
bHrRXrF,valenciana,bHykki2,"valenciano, na"
bIBXwtn,valentona,bI8dmEZ,"valentón, na"
bJ9Dn8Y,valkiria,bJwxB1B,valquiria
bJY83or,vallico,4uSIOem,ballico
bJe8jB1,valona,bJbCUVi,"valón, na"
bLwcGGf,vaquera,bM9VCyP,"vaquero, ra"
bM1HwUs,vaqueriza,bM7wNjo,"vaquerizo, za"
bNSUzp9,vargueño,556cY24,"bargueño, ña"
bNmdESZ,varice,bNpNyyP,várice
bOSnCe0,varsoviana,bOUaRdb,"varsoviano, na"
bPobbMu,vecera,bPq86tD,"vecero, ra"
bRbSxd6,veintena,bRiHNS4,"veinteno, na"
bSLnynf,veintiuna,bSOJupq,"veintiuno, na"
bT7A7Gt,veladora,bT5XKfd,"velador, ra"
bT8N4Bc,velahí,bTNdqUR,velay
bVHLEjB,velonera,bVIVTpJ,"velonero, ra"
bZi560a,ventriloquía,bZfozSY,ventriloquia
baob11x,veranera,bapY3Vr,"veranero, ra"
bcanPxs,verdina,bce5XKG,"verdino, na"
bi24jWq,veterinaria,bi2iFp6,"veterinario, ria"
bibLieM,viacrucis,bibXHDi,vía crucis
bj124uC,viandera,bj27XzC,"viandero, ra"
bjj6EFW,vicaria,bjqD0OK,"vicario, ria"
bklUdyd,vicésima,bkmucZL,"vicésimo, ma"
bm7bAH0,vídeo,bm7DOSs,video
bn1GVyh,vidriera,bn6cS8D,"vidriero, ra"
bnLA3EG,vieja,bnRGe0W,"viejo, ja"
bpBuhvf,villanesca,bpEKmah,"villanesco, ca"
bpvu55G,vinagrera,bpwADCN,"vinagrero, ra"
bu4t1jd,virreina,buBfMyB,"virrey, virreina"
bumhKUT,viscosa,buxLhOS,"viscoso, sa"
bvNEJlF,visitadora,bvKMlYL,"visitador, ra"
bwf4Ntf,vitíligo,bwesyuO,vitiligo
bx82fVi,vitrocerámica,bx9apzz,"vitrocerámico, ca"
bxORzsC,viuda,bxWB9E2,"viudo, da"
byVUQZb,vivijagua,5Rpf4AH,bibijagua
bz8vLpJ,vizcondesa,bz8cU5f,"vizconde, desa"
bzjd6oR,voceras,5j9CcUm | bzsuhYm,"boceras | vocero, ra"
c0Bz434,vodca,c0FBisY,vodka
c0MHkrX,voladera,c0NRtyX,"voladero, ra"
c0RqEDY,voladora,c0QiS8v,"volador, ra"
c0XiBAU,volandera,c0Yjeza,"volandero, ra"
c1SNPYi,vóleibol,c1LUQk5,voleibol
c1bkhpc,volframio,c6rBYnL,wolframio
c3BxyEN,vómica,c3CZWwq,"vómico, ca"
c3WppZM,vomitona,c3WSfu9,"vomitón, na"
c4Yqc1J,vuelacercas,c4YHhLj,vuelacerca
c6fcoI3,wi fi,c6ehZd8,wifi
c6kd5BL,wind surf,c6gPIwV,<i>windsurf</i>
c6o2yOj,wind surfing,c6mL1RB,<i>windsurfing</i>
c7OiOBl,xeroftalmía,c7OTvN3,xeroftalmia
c7Y3tbX,xicaque,MS4gpuk,jicaque
c8A9xrz,xiote,MTpawUK,jiote
c8E4Soq,xola,c8HVzad,"xolo, la"
c8Q8hI8,yacabó,c8LUOMp,yaacabó
c9p6TH2,yataí,c9t4MRo,yatay
cAURz8E,yedra,KM36Oau,hiedra
cAn6P82,yerbabuena,KMaNjyn,hierbabuena
cAosi7j,yerbadulce,cAkoSeM | cAkoSeM#Du4JdP2,yerba | yerba
cAslpvt,yerbajo,KMeDikP,hierbajo
cAtmsWz,yerbaluisa,KMi7lug,hierbaluisa
cB1QY09,yerbera,cB1r6e3,"yerbero, ra"
cBD4yLJ,yerra,KNBlphr | G3m4kmO,hierra | errar
cBKnh2t,yesera,cBPSq6R,"yesero, ra"
cE07yGg,yunta,cE3PwGN,"yunto, ta"
cEPtwf0,yusera,cEPuMbT,"yusero, ra"
cEzARPr,zábila,cEy5YB6,zabila
cGgorKn,zafirina,cGgqDUr,"zafirino, na"
cHBOQbW,zagala,cH9Ra9q,"zagal<sup>1</sup>, la"
cHQqlUm,zaguera,cHTHT4O,"zaguero, ra"
cLMSgCp,zángana,cLXF9gm,"zángano, na"
cLjyLd2,zanguanga,cLn7Maz,"zanguango, ga"
cMjc52d,zapatera,cMlbT1C,"zapatero, ra"
cNfJqUX,zarabanda,cNhnlFj,"zarabando, da"
cO42jlh,zarandaja,cO6w36a,"zarandajo, ja"
cPFkORC,zarina,cNf58Lf,"zar, rina"
cPhgtna,zarria,cPqpXIs,"zarrio, rria"
cQaQFCz,zedilla,863q17o,cedilla
cQiAA30,zempasúchil,8BqIcgM,cempasúchil
cQoIUWw,zenit,8DWpJ3a,cenit
cQoojbF,zénit,8DWpJ3a,cenit
cQuaB7v,zenzontle,8HDPZMp,cenzontle
cR7miBO,zigoto,9CTwJpN,cigoto
cRQpl8N,zinnia,9GjtHpy,cinia
cRblYaz,zircón,9JG5CVi,circón
cRdcGjt,zircona,9JJD8jv,circona
cRe3CN6,zirconio,9JKj7iu,circonio
cRfsGLV,zirconita,9JL4XOQ,circonita
cRyXl0N,zocata,cS0i1Kx,"zocato, ta"
cSDydWj,zodíaco,cSCpT6S,zodiaco
cTTldVI,zoofito,cTVVHCr,zoófito
cVHHLo9,zorra,cVU9wGT,"zorro, rra"
cVJp6k8,zorrera,cVO2ZCx | cVRbnu5,"zorrero<sup>1</sup>, ra | zorrero<sup>2</sup>, ra"
cVtwNy9,zoster,cVuneWk,zóster
cX4t993,zumbadora,cX4q1yC,"zumbador, ra"
cXx050l,zurda,cYC5fyU,"zurdo, da"
